@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute t0_avg numeric
@attribute t1_avg numeric
@attribute t2_avg numeric
@attribute t3_avg numeric
@attribute a0_avg numeric
@attribute a1_avg numeric
@attribute a2_avg numeric
@attribute a3_avg numeric
@attribute b0_avg numeric
@attribute b1_avg numeric
@attribute b2_avg numeric
@attribute b3_avg numeric
@attribute g0_avg numeric
@attribute g1_avg numeric
@attribute g2_avg numeric
@attribute g3_avg numeric
@attribute mood {0,1,2,3}
@attribute facialExpression {0,1,2,3}

@data
8550,'2018/08/17 13:19:03:345',17249,0.085803,-0.587283,-0.679261,-0.089299,0.52602,-0.58227,-0.387701,0.528199,0.0583,-0.538028,-0.587122,0.009193,-0.325725,-0.65577,-0.383643,-0.044316,1,1
8551,'2018/08/17 13:19:03:361',17251,0.089207,-0.588607,-0.67603,-0.086021,0.531262,-0.582437,-0.382738,0.530822,0.056603,-0.540188,-0.588651,0.009415,-0.323339,-0.657032,-0.383105,-0.041846,1,1
8552,'2018/08/17 13:19:03:378',17255,0.095884,-0.590705,-0.669231,-0.078738,0.537341,-0.582845,-0.372496,0.535716,0.052857,-0.543879,-0.591039,0.010257,-0.319409,-0.659767,-0.38292,-0.037699,1,1
8553,'2018/08/17 13:19:03:393',17255,0.102561,-0.592803,-0.662433,-0.071455,0.543419,-0.583253,-0.362255,0.540609,0.049111,-0.547569,-0.593427,0.011099,-0.31548,-0.662503,-0.382734,-0.033553,1,1
8554,'2018/08/17 13:19:03:411',17259,0.109237,-0.594901,-0.655635,-0.064172,0.549498,-0.583661,-0.352013,0.545503,0.045365,-0.551259,-0.595815,0.011941,-0.31155,-0.665239,-0.382549,-0.029407,1,1
8555,'2018/08/17 13:19:03:460',17263,0.122458,-0.598546,-0.641701,-0.048876,0.552005,-0.584384,-0.336176,0.552311,0.03922,-0.555849,-0.598392,0.013798,-0.304531,-0.670922,-0.383069,-0.021908,1,1
8556,'2018/08/17 13:19:03:476',17263,0.125731,-0.59932,-0.638133,-0.04487,0.552841,-0.584625,-0.330897,0.554581,0.037171,-0.557379,-0.599251,0.014418,-0.302987,-0.672396,-0.383422,-0.020231,1,1
8557,'2018/08/17 13:19:03:493',17265,0.132008,-0.600968,-0.630823,-0.037092,0.55211,-0.584634,-0.319974,0.55739,0.033475,-0.559551,-0.600664,0.015798,-0.301524,-0.675849,-0.385069,-0.018111,1,1
8558,'2018/08/17 13:19:03:510',17267,0.138284,-0.602617,-0.623512,-0.029313,0.551379,-0.584643,-0.309051,0.560199,0.029778,-0.561722,-0.602077,0.017178,-0.300062,-0.679302,-0.386715,-0.015991,1,1
8559,'2018/08/17 13:19:03:527',17271,0.144561,-0.604266,-0.616202,-0.021535,0.550647,-0.584652,-0.298129,0.563008,0.026081,-0.563893,-0.60349,0.018559,-0.298599,-0.682754,-0.388361,-0.013871,1,1
8560,'2018/08/17 13:19:03:543',17271,0.147566,-0.60514,-0.612459,-0.017762,0.54908,-0.58442,-0.292485,0.563547,0.024433,-0.564535,-0.604044,0.01932,-0.29868,-0.684733,-0.389655,-0.013428,1,1
8561,'2018/08/17 13:19:03:559',17273,0.150571,-0.606015,-0.608716,-0.013989,0.547513,-0.584188,-0.286841,0.564087,0.022785,-0.565176,-0.604598,0.020081,-0.298762,-0.686712,-0.390948,-0.012984,1,1
8562,'2018/08/17 13:19:03:576',17275,0.15618,-0.60728,-0.601202,-0.007193,0.547434,-0.581862,-0.280593,0.564626,0.020878,-0.565943,-0.605573,0.021595,-0.300252,-0.690655,-0.394196,-0.013036,1,1
8563,'2018/08/17 13:19:03:592',17277,0.161788,-0.608545,-0.593687,-0.000397,0.547355,-0.579535,-0.274345,0.565165,0.018971,-0.56671,-0.606548,0.023108,-0.301743,-0.694597,-0.397445,-0.013088,1,1
8564,'2018/08/17 13:19:03:609',17279,0.167397,-0.60981,-0.586173,0.0064,0.547276,-0.577208,-0.268097,0.565705,0.017064,-0.567477,-0.607522,0.024622,-0.303234,-0.698539,-0.400693,-0.01314,1,1
8565,'2018/08/17 13:19:03:625',17281,0.173006,-0.611075,-0.578659,0.013196,0.547197,-0.574881,-0.261848,0.566244,0.015157,-0.568244,-0.608497,0.026135,-0.304724,-0.702481,-0.403941,-0.013192,1,1
8566,'2018/08/17 13:19:03:642',17283,0.180714,-0.611842,-0.567712,0.022219,0.552142,-0.570754,-0.2556,0.566783,0.014411,-0.569501,-0.609798,0.028066,-0.308024,-0.707574,-0.409346,-0.014088,1,1
8567,'2018/08/17 13:19:03:658',17285,0.185418,-0.611734,-0.560509,0.027469,0.558655,-0.566858,-0.254995,0.566783,0.015314,-0.570117,-0.610545,0.029235,-0.311242,-0.710687,-0.413459,-0.015428,1,1
8568,'2018/08/17 13:19:03:675',17287,0.190121,-0.611626,-0.553306,0.032719,0.565168,-0.562963,-0.254391,0.566783,0.016216,-0.570732,-0.611292,0.030405,-0.31446,-0.713801,-0.417571,-0.016767,1,1
8569,'2018/08/17 13:19:03:692',17289,0.194825,-0.611518,-0.546102,0.037969,0.571681,-0.559067,-0.253786,0.566783,0.017119,-0.571348,-0.612039,0.031574,-0.317678,-0.716914,-0.421683,-0.018107,1,1
8570,'2018/08/17 13:19:03:708',17291,0.199528,-0.611411,-0.538899,0.043219,0.578193,-0.555172,-0.253182,0.566783,0.018021,-0.571964,-0.612786,0.032743,-0.320896,-0.720027,-0.425795,-0.019447,1,1
8571,'2018/08/17 13:19:03:726',17295,0.204232,-0.611303,-0.531695,0.048469,0.584706,-0.551276,-0.252577,0.566783,0.018923,-0.57258,-0.613533,0.033913,-0.324115,-0.723141,-0.429907,-0.020787,1,1
8572,'2018/08/17 13:19:03:742',17295,0.206331,-0.610805,-0.528264,0.050695,0.589731,-0.549476,-0.252577,0.566783,0.020084,-0.57307,-0.613859,0.03433,-0.325924,-0.724291,-0.432065,-0.021631,1,1
8573,'2018/08/17 13:19:03:759',17299,0.210096,-0.609466,-0.522043,0.054731,0.600819,-0.547157,-0.252577,0.565067,0.022693,-0.575256,-0.61476,0.034399,-0.329187,-0.725706,-0.436298,-0.023262,1,1
8574,'2018/08/17 13:19:03:775',17299,0.213861,-0.608127,-0.515822,0.058768,0.611907,-0.544839,-0.252577,0.56335,0.025302,-0.577442,-0.615661,0.034468,-0.33245,-0.72712,-0.440531,-0.024894,1,1
8575,'2018/08/17 13:19:03:791',17301,0.217626,-0.606789,-0.509601,0.062804,0.622995,-0.542521,-0.252577,0.561634,0.02791,-0.579628,-0.616562,0.034537,-0.335713,-0.728535,-0.444765,-0.026525,1,1
8576,'2018/08/17 13:19:03:808',17303,0.219291,-0.605948,-0.506812,0.064614,0.629058,-0.542003,-0.252577,0.559917,0.029358,-0.581323,-0.617137,0.034189,-0.337167,-0.728799,-0.44684,-0.027313,1,1
8577,'2018/08/17 13:19:03:824',17305,0.220957,-0.605107,-0.504023,0.066424,0.639244,-0.540992,-0.2526,0.555268,0.031359,-0.586082,-0.618891,0.032875,-0.338621,-0.729064,-0.448916,-0.0281,1,1
8578,'2018/08/17 13:19:03:841',17307,0.223744,-0.603807,-0.499245,0.069725,0.64943,-0.539981,-0.252623,0.550619,0.03336,-0.590841,-0.620646,0.031561,-0.340839,-0.729734,-0.452832,-0.0296,1,1
8579,'2018/08/17 13:19:03:857',17309,0.226531,-0.602507,-0.494467,0.073025,0.659616,-0.53897,-0.252645,0.54597,0.035361,-0.595601,-0.6224,0.030248,-0.343058,-0.730405,-0.456748,-0.0311,1,1
8580,'2018/08/17 13:19:03:874',17311,0.229319,-0.601206,-0.489689,0.076326,0.669802,-0.53796,-0.252668,0.541321,0.037362,-0.60036,-0.624154,0.028934,-0.345276,-0.731076,-0.460664,-0.0326,1,1
8581,'2018/08/17 13:19:03:891',17313,0.232106,-0.599906,-0.484911,0.079626,0.679988,-0.536949,-0.252691,0.536672,0.039363,-0.605119,-0.625909,0.02762,-0.347494,-0.731746,-0.46458,-0.0341,1,1
8582,'2018/08/17 13:19:03:908',17317,0.234893,-0.598606,-0.480133,0.082927,0.690174,-0.535938,-0.252714,0.532022,0.041364,-0.609878,-0.627663,0.026306,-0.349713,-0.732417,-0.468496,-0.0356,1,1
8583,'2018/08/17 13:19:03:924',17317,0.236015,-0.598147,-0.478144,0.084417,0.694296,-0.535445,-0.252737,0.52909,0.041917,-0.612942,-0.628843,0.02534,-0.350477,-0.732823,-0.470337,-0.036312,1,1
8584,'2018/08/17 13:19:03:940',17319,0.237137,-0.597688,-0.476155,0.085907,0.698419,-0.534952,-0.252759,0.526157,0.04247,-0.616006,-0.630022,0.024374,-0.351242,-0.733229,-0.472177,-0.037025,1,1
8585,'2018/08/17 13:19:03:957',17323,0.238259,-0.597229,-0.474167,0.087398,0.702541,-0.53446,-0.252782,0.523225,0.043023,-0.619069,-0.631202,0.023408,-0.352006,-0.733635,-0.474017,-0.037737,1,1
8586,'2018/08/17 13:19:03:973',17323,0.239381,-0.596769,-0.472178,0.088888,0.706664,-0.533967,-0.252805,0.520292,0.043576,-0.622133,-0.632382,0.022442,-0.35277,-0.734041,-0.475858,-0.038449,1,1
8587,'2018/08/17 13:19:03:990',17325,0.240503,-0.59631,-0.470189,0.090378,0.706664,-0.533967,-0.252805,0.520292,0.043576,-0.622133,-0.632382,0.022442,-0.353535,-0.734447,-0.477698,-0.039161,1,1
8588,'2018/08/17 13:19:04:007',17327,0.240503,-0.59631,-0.470189,0.090378,0.706664,-0.533967,-0.252805,0.520292,0.043576,-0.622133,-0.632382,0.022442,-0.353535,-0.734447,-0.477698,-0.039161,1,1
8589,'2018/08/17 13:19:04:023',17329,0.241136,-0.596116,-0.468902,0.091807,0.707381,-0.531179,-0.252805,0.518521,0.042984,-0.62581,-0.633942,0.021642,-0.353754,-0.735946,-0.478971,-0.039856,1,1
8590,'2018/08/17 13:19:04:040',17333,0.241769,-0.595922,-0.467615,0.093236,0.708099,-0.528391,-0.252805,0.516749,0.042392,-0.629487,-0.635501,0.020841,-0.353973,-0.737445,-0.480245,-0.04055,1,1
8591,'2018/08/17 13:19:04:056',17333,0.242402,-0.595729,-0.466329,0.094665,0.708816,-0.525604,-0.252805,0.514978,0.0418,-0.633164,-0.637061,0.020041,-0.354192,-0.738944,-0.481518,-0.041244,1,1
8592,'2018/08/17 13:19:04:073',17335,0.243035,-0.595535,-0.465042,0.096094,0.709533,-0.522816,-0.252805,0.513207,0.041208,-0.636841,-0.638621,0.019241,-0.354411,-0.740443,-0.482792,-0.041938,1,1
8593,'2018/08/17 13:19:04:089',17337,0.243856,-0.595059,-0.46315,0.098922,0.710251,-0.515771,-0.252805,0.507394,0.039459,-0.643643,-0.641242,0.018488,-0.354669,-0.744376,-0.484476,-0.043254,1,1
8594,'2018/08/17 13:19:04:106',17339,0.244677,-0.594584,-0.461258,0.10175,0.710968,-0.508727,-0.252805,0.501581,0.03771,-0.650444,-0.643863,0.017735,-0.354926,-0.748308,-0.486161,-0.044569,1,1
8595,'2018/08/17 13:19:04:122',17341,0.245498,-0.594108,-0.459365,0.104579,0.711686,-0.501682,-0.252805,0.495769,0.03596,-0.657245,-0.646484,0.016982,-0.355184,-0.752241,-0.487845,-0.045884,1,1
8596,'2018/08/17 13:19:04:140',17345,0.246319,-0.593632,-0.457473,0.107407,0.712403,-0.494637,-0.252805,0.489956,0.034211,-0.664046,-0.649106,0.01623,-0.355442,-0.756174,-0.48953,-0.0472,1,1
8597,'2018/08/17 13:19:04:156',17345,0.24714,-0.593157,-0.45558,0.110235,0.71312,-0.487592,-0.252805,0.484143,0.032461,-0.670847,-0.651727,0.015477,-0.355699,-0.760107,-0.491214,-0.048515,1,1
8598,'2018/08/17 13:19:04:172',17347,0.247961,-0.592681,-0.453688,0.113064,0.713838,-0.480548,-0.252805,0.478331,0.030712,-0.677648,-0.654348,0.014724,-0.355957,-0.764039,-0.492899,-0.04983,1,1
8599,'2018/08/17 13:19:04:189',17351,0.247821,-0.591859,-0.452804,0.115692,0.713838,-0.47535,-0.251585,0.474192,0.028401,-0.682751,-0.655502,0.015457,-0.355805,-0.768781,-0.49315,-0.0509,1,1
8600,'2018/08/17 13:19:04:205',17351,0.247682,-0.591036,-0.45192,0.118321,0.713838,-0.470152,-0.250366,0.470054,0.02609,-0.687853,-0.656656,0.016189,-0.355654,-0.773522,-0.493402,-0.05197,1,1
8601,'2018/08/17 13:19:04:222',17353,0.247542,-0.590214,-0.451037,0.120949,0.713838,-0.464954,-0.249146,0.465916,0.023778,-0.692956,-0.65781,0.016922,-0.355502,-0.778264,-0.493653,-0.053039,1,1
8602,'2018/08/17 13:19:04:238',17355,0.247402,-0.589392,-0.450153,0.123577,0.713838,-0.459757,-0.247927,0.461777,0.021467,-0.698058,-0.658964,0.017655,-0.35535,-0.783006,-0.493905,-0.054109,1,1
8603,'2018/08/17 13:19:04:255',17357,0.247075,-0.588851,-0.449875,0.124806,0.713838,-0.458816,-0.246707,0.46168,0.020313,-0.700037,-0.659057,0.01834,-0.35516,-0.785314,-0.493745,-0.054558,1,1
8604,'2018/08/17 13:19:04:273',17361,0.245683,-0.586823,-0.448803,0.126972,0.713838,-0.455265,-0.237982,0.461583,0.018346,-0.70315,-0.658735,0.0198,-0.354408,-0.78883,-0.493773,-0.055371,1,1
8605,'2018/08/17 13:19:04:289',17363,0.24429,-0.584795,-0.44773,0.129139,0.713838,-0.451714,-0.229257,0.461486,0.016379,-0.706262,-0.658412,0.02126,-0.353656,-0.792347,-0.493801,-0.056185,1,1
8606,'2018/08/17 13:19:04:305',17363,0.242898,-0.582767,-0.446658,0.131305,0.713838,-0.448163,-0.220532,0.461389,0.014412,-0.709375,-0.658089,0.02272,-0.352904,-0.795863,-0.493828,-0.056998,1,1
8607,'2018/08/17 13:19:04:322',17365,0.241506,-0.58074,-0.445586,0.133471,0.713838,-0.444612,-0.211807,0.461291,0.012445,-0.712488,-0.657767,0.02418,-0.352152,-0.79938,-0.493856,-0.057811,1,1
8608,'2018/08/17 13:19:04:338',17367,0.240114,-0.578712,-0.444514,0.135637,0.713838,-0.44106,-0.203082,0.461194,0.010478,-0.715601,-0.657444,0.02564,-0.3514,-0.802896,-0.493884,-0.058625,1,1
8609,'2018/08/17 13:19:04:356',17371,0.239049,-0.577225,-0.443719,0.136575,0.713838,-0.43845,-0.195576,0.461194,0.009664,-0.716735,-0.657028,0.026415,-0.350838,-0.804105,-0.494071,-0.05899,1,1
8610,'2018/08/17 13:19:04:371',17371,0.237984,-0.575737,-0.442925,0.137512,0.713838,-0.43584,-0.188071,0.461194,0.008851,-0.717869,-0.656613,0.02719,-0.350276,-0.805313,-0.494258,-0.059354,1,1
8611,'2018/08/17 13:19:04:388',17373,0.23692,-0.57425,-0.442131,0.138449,0.713838,-0.433229,-0.180565,0.461194,0.008038,-0.719004,-0.656197,0.027966,-0.349715,-0.806522,-0.494446,-0.059719,1,1
8612,'2018/08/17 13:19:04:405',17375,0.235855,-0.572763,-0.441337,0.139387,0.713838,-0.430619,-0.17306,0.461194,0.007224,-0.720138,-0.655781,0.028741,-0.349153,-0.80773,-0.494633,-0.060084,1,1
8613,'2018/08/17 13:19:04:420',17377,0.232887,-0.567672,-0.438627,0.141018,0.713838,-0.423043,-0.160597,0.461194,0.00609,-0.722129,-0.655097,0.030203,-0.347951,-0.809004,-0.496138,-0.060937,1,1
8614,'2018/08/17 13:19:04:438',17381,0.230983,-0.564067,-0.436712,0.141713,0.713838,-0.418078,-0.155639,0.461194,0.005769,-0.722987,-0.654829,0.03089,-0.347311,-0.809069,-0.497455,-0.061426,1,1
8615,'2018/08/17 13:19:04:454',17381,0.22908,-0.560463,-0.434797,0.142407,0.713838,-0.413112,-0.150682,0.461194,0.005447,-0.723844,-0.654561,0.031577,-0.346671,-0.809134,-0.498773,-0.061914,1,1
8616,'2018/08/17 13:19:04:487',17383,0.222864,-0.548072,-0.4284,0.144431,0.713838,-0.395101,-0.140022,0.461194,0.005339,-0.726865,-0.653739,0.034527,-0.345544,-0.808785,-0.503739,-0.063716,1,1
8617,'2018/08/17 13:19:04:505',17387,0.218552,-0.539284,-0.423918,0.145761,0.713838,-0.386096,-0.134693,0.461194,0.005285,-0.728376,-0.653328,0.036002,-0.345057,-0.80837,-0.507388,-0.06503,1,1
8618,'2018/08/17 13:19:04:521',17387,0.214241,-0.530497,-0.419436,0.14709,0.713838,-0.37709,-0.129363,0.461194,0.005231,-0.729886,-0.652917,0.037478,-0.344571,-0.807956,-0.511037,-0.066343,1,1
8619,'2018/08/17 13:19:04:537',17389,0.209929,-0.52171,-0.414954,0.14842,0.713838,-0.368085,-0.124033,0.461194,0.005178,-0.731397,-0.652506,0.038953,-0.344084,-0.807542,-0.514686,-0.067657,1,1
8620,'2018/08/17 13:19:04:554',17393,0.205617,-0.512922,-0.410472,0.14975,0.713838,-0.359079,-0.118703,0.461194,0.005124,-0.732908,-0.652095,0.040428,-0.343597,-0.807127,-0.518334,-0.06897,1,1
8621,'2018/08/17 13:19:04:569',17393,0.201305,-0.504135,-0.40599,0.15108,0.713838,-0.350074,-0.113374,0.461194,0.00507,-0.734418,-0.651684,0.041903,-0.343111,-0.806713,-0.521983,-0.070284,1,1
8622,'2018/08/17 13:19:04:587',17397,0.196395,-0.494436,-0.401442,0.152265,0.713795,-0.344007,-0.112964,0.461194,0.005928,-0.735255,-0.651055,0.043487,-0.345146,-0.80542,-0.526814,-0.072518,1,1
8623,'2018/08/17 13:19:04:603',17397,0.191485,-0.484738,-0.396894,0.153449,0.713752,-0.337941,-0.112554,0.461194,0.006786,-0.736091,-0.650427,0.045071,-0.347181,-0.804128,-0.531645,-0.074752,1,1
8624,'2018/08/17 13:19:04:619',17399,0.186575,-0.475039,-0.392346,0.154634,0.713709,-0.331874,-0.112145,0.461194,0.007643,-0.736928,-0.649798,0.046655,-0.349217,-0.802836,-0.536475,-0.076986,1,1
8625,'2018/08/17 13:19:04:636',17401,0.181665,-0.46534,-0.387798,0.155819,0.713666,-0.329847,-0.112107,0.461194,0.008234,-0.737111,-0.649311,0.047451,-0.351252,-0.801543,-0.541306,-0.07922,1,1
8626,'2018/08/17 13:19:04:653',17403,0.179164,-0.460825,-0.385817,0.156368,0.713624,-0.327821,-0.11207,0.461194,0.008825,-0.737294,-0.648825,0.048247,-0.353134,-0.800731,-0.543805,-0.080629,1,1
8627,'2018/08/17 13:19:04:669',17405,0.17421,-0.454176,-0.383377,0.157054,0.713556,-0.325002,-0.11206,0.460953,0.009825,-0.736831,-0.647502,0.049375,-0.358659,-0.798401,-0.548171,-0.084007,1,1
8628,'2018/08/17 13:19:04:686',17407,0.169257,-0.447527,-0.380938,0.157741,0.713489,-0.322183,-0.11205,0.460712,0.010825,-0.736369,-0.646179,0.050504,-0.364183,-0.796072,-0.552537,-0.087386,1,1
8629,'2018/08/17 13:19:04:703',17409,0.164303,-0.440877,-0.378498,0.158427,0.713421,-0.319364,-0.11204,0.460471,0.011825,-0.735906,-0.644856,0.051632,-0.369707,-0.793743,-0.556903,-0.090764,1,1
8630,'2018/08/17 13:19:04:719',17411,0.159349,-0.434228,-0.376058,0.159114,0.713354,-0.316545,-0.11203,0.46023,0.012824,-0.735444,-0.643533,0.052761,-0.375231,-0.791413,-0.561269,-0.094143,1,1
8631,'2018/08/17 13:19:04:736',17413,0.154396,-0.427579,-0.373619,0.1598,0.713286,-0.313726,-0.11202,0.459989,0.013824,-0.734982,-0.64221,0.05389,-0.380755,-0.789084,-0.565635,-0.097521,1,1
8632,'2018/08/17 13:19:04:753',17415,0.151944,-0.425445,-0.37316,0.159938,0.713262,-0.312934,-0.112047,0.459748,0.014234,-0.734336,-0.641373,0.054222,-0.384397,-0.787567,-0.567501,-0.099491,1,1
8633,'2018/08/17 13:19:04:769',17417,0.149492,-0.423311,-0.372701,0.160075,0.713237,-0.312142,-0.112075,0.459507,0.014643,-0.733691,-0.640536,0.054555,-0.388039,-0.786051,-0.569368,-0.10146,1,1
8634,'2018/08/17 13:19:04:786',17419,0.14704,-0.421177,-0.372243,0.160212,0.713212,-0.310385,-0.112594,0.457549,0.014879,-0.731527,-0.638761,0.054394,-0.391681,-0.784535,-0.571235,-0.10343,1,1
8635,'2018/08/17 13:19:04:802',17421,0.142108,-0.418896,-0.372729,0.160024,0.713188,-0.308628,-0.113113,0.455591,0.015116,-0.729364,-0.636985,0.054234,-0.399729,-0.780765,-0.574344,-0.107645,1,1
8636,'2018/08/17 13:19:04:819',17423,0.137176,-0.416615,-0.373214,0.159835,0.713163,-0.306871,-0.113632,0.453632,0.015352,-0.7272,-0.63521,0.054073,-0.407777,-0.776995,-0.577453,-0.11186,1,1
8637,'2018/08/17 13:19:04:835',17425,0.134696,-0.416467,-0.374159,0.159509,0.713163,-0.305907,-0.114123,0.451915,0.01518,-0.725682,-0.634271,0.053579,-0.412183,-0.774742,-0.578695,-0.114106,1,1
8638,'2018/08/17 13:19:04:851',17427,0.132216,-0.41632,-0.375103,0.159183,0.713163,-0.304942,-0.114615,0.450198,0.015007,-0.724164,-0.633332,0.053086,-0.416589,-0.772489,-0.579937,-0.116351,1,1
8639,'2018/08/17 13:19:04:869',17431,0.127162,-0.416485,-0.377704,0.158126,0.713008,-0.302998,-0.116646,0.44447,0.014135,-0.720792,-0.631375,0.051465,-0.424743,-0.767737,-0.582314,-0.120648,1,1
8640,'2018/08/17 13:19:04:885',17431,0.122108,-0.416651,-0.380304,0.157068,0.712853,-0.301054,-0.118677,0.438742,0.013263,-0.717419,-0.629419,0.049845,-0.432896,-0.762986,-0.584691,-0.124945,1,1
8641,'2018/08/17 13:19:04:901',17433,0.117053,-0.416816,-0.382905,0.156011,0.712698,-0.29911,-0.120708,0.433015,0.012391,-0.714047,-0.627462,0.048225,-0.441049,-0.758234,-0.587068,-0.129241,1,1
8642,'2018/08/17 13:19:04:918',17435,0.111999,-0.416981,-0.385505,0.154954,0.712543,-0.297166,-0.122739,0.427287,0.011519,-0.710675,-0.625505,0.046605,-0.449202,-0.753483,-0.589446,-0.133538,1,1
8643,'2018/08/17 13:19:04:934',17437,0.106944,-0.417147,-0.388106,0.153897,0.712388,-0.295222,-0.12477,0.421559,0.010647,-0.707303,-0.623548,0.044985,-0.457355,-0.748731,-0.591823,-0.137835,1,1
8644,'2018/08/17 13:19:04:951',17439,0.10189,-0.417312,-0.390706,0.15284,0.712233,-0.294242,-0.12631,0.417549,0.009947,-0.705449,-0.62253,0.043858,-0.465508,-0.743979,-0.5942,-0.142132,1,1
8645,'2018/08/17 13:19:04:967',17441,0.099316,-0.417625,-0.392362,0.152109,0.712078,-0.293263,-0.12785,0.413538,0.009248,-0.703595,-0.621513,0.042732,-0.469255,-0.741481,-0.595334,-0.144183,1,1
8646,'2018/08/17 13:19:04:984',17443,0.094247,-0.417798,-0.395846,0.150469,0.711059,-0.292127,-0.129712,0.402806,0.007382,-0.700295,-0.61924,0.040466,-0.475277,-0.736678,-0.597661,-0.147664,1,1
8647,'2018/08/17 13:19:05:001',17447,0.089179,-0.417972,-0.39933,0.14883,0.710039,-0.29099,-0.131575,0.392074,0.005516,-0.696995,-0.616968,0.038201,-0.481298,-0.731874,-0.599988,-0.151146,1,1
8648,'2018/08/17 13:19:05:017',17447,0.08411,-0.418145,-0.402814,0.147191,0.70902,-0.289853,-0.133437,0.381342,0.00365,-0.693695,-0.614696,0.035936,-0.48732,-0.727071,-0.602314,-0.154628,1,1
8649,'2018/08/17 13:19:05:034',17449,0.081616,-0.418006,-0.404643,0.146283,0.708156,-0.289696,-0.13376,0.374621,0.002484,-0.692249,-0.613441,0.034797,-0.489594,-0.724766,-0.603506,-0.156058,1,1
8650,'2018/08/17 13:19:05:050',17451,0.079122,-0.417867,-0.406471,0.145375,0.707291,-0.289539,-0.134083,0.367899,0.001317,-0.690803,-0.612187,0.033659,-0.491869,-0.722461,-0.604698,-0.157489,1,1
8651,'2018/08/17 13:19:05:067',17453,0.076628,-0.417727,-0.408299,0.144466,0.706427,-0.289382,-0.134406,0.361178,0.000151,-0.689357,-0.610933,0.03252,-0.494143,-0.720155,-0.60589,-0.158919,1,1
8652,'2018/08/17 13:19:05:083',17455,0.074134,-0.417588,-0.410127,0.143558,0.705563,-0.289225,-0.134729,0.354456,-0.001016,-0.68791,-0.609678,0.031381,-0.496417,-0.71785,-0.607082,-0.16035,1,1
8653,'2018/08/17 13:19:05:100',17457,0.069286,-0.417116,-0.413791,0.141871,0.701049,-0.289068,-0.134307,0.342012,-0.003828,-0.685753,-0.607054,0.030009,-0.499442,-0.713439,-0.608975,-0.162158,1,1
8654,'2018/08/17 13:19:05:117',17459,0.064437,-0.416643,-0.417455,0.140183,0.696535,-0.288911,-0.133885,0.329567,-0.006641,-0.683596,-0.60443,0.028636,-0.502466,-0.709027,-0.610867,-0.163967,1,1
8655,'2018/08/17 13:19:05:133',17461,0.059588,-0.416171,-0.421119,0.138495,0.692022,-0.288754,-0.133462,0.317123,-0.009454,-0.681439,-0.601806,0.027264,-0.50549,-0.704616,-0.612759,-0.165775,1,1
8656,'2018/08/17 13:19:05:150',17463,0.057234,-0.415837,-0.422954,0.137715,0.688372,-0.288754,-0.132717,0.3114,-0.0111,-0.680728,-0.600436,0.02703,-0.506239,-0.70251,-0.61346,-0.166154,1,1
8657,'2018/08/17 13:19:05:167',17465,0.054879,-0.415504,-0.42479,0.136936,0.684723,-0.288754,-0.131972,0.305677,-0.012746,-0.680017,-0.599066,0.026796,-0.506989,-0.700403,-0.61416,-0.166532,1,1
8658,'2018/08/17 13:19:05:182',17467,0.052525,-0.415171,-0.426626,0.136156,0.681074,-0.288754,-0.131226,0.299953,-0.014392,-0.679307,-0.597696,0.026562,-0.507739,-0.698297,-0.61486,-0.16691,1,1
8659,'2018/08/17 13:19:05:200',17471,0.047919,-0.414719,-0.42998,0.135168,0.67088,-0.288776,-0.130454,0.292263,-0.01805,-0.678274,-0.595187,0.027772,-0.507872,-0.694026,-0.615203,-0.165973,1,1
8660,'2018/08/17 13:19:05:216',17471,0.043314,-0.414267,-0.433334,0.134179,0.660687,-0.288798,-0.129681,0.284573,-0.021708,-0.677241,-0.592677,0.028982,-0.508006,-0.689755,-0.615546,-0.165037,1,1
8661,'2018/08/17 13:19:05:233',17475,0.038709,-0.413815,-0.436689,0.133191,0.650494,-0.28882,-0.128908,0.276883,-0.025367,-0.676208,-0.590167,0.030192,-0.50814,-0.685485,-0.615889,-0.1641,1,1
8662,'2018/08/17 13:19:05:249',17475,0.034103,-0.413364,-0.440043,0.132203,0.640301,-0.288842,-0.128135,0.269192,-0.029025,-0.675175,-0.587657,0.031402,-0.508273,-0.681214,-0.616232,-0.163164,1,1
8663,'2018/08/17 13:19:05:266',17477,0.031853,-0.413245,-0.441561,0.131994,0.633757,-0.288864,-0.128107,0.267225,-0.031037,-0.674853,-0.586517,0.032845,-0.507657,-0.679049,-0.615874,-0.16185,1,1
8664,'2018/08/17 13:19:05:282',17479,0.029602,-0.413127,-0.44308,0.131785,0.627213,-0.288886,-0.12808,0.265258,-0.033049,-0.674531,-0.585377,0.034289,-0.507041,-0.676885,-0.615517,-0.160535,1,1
8665,'2018/08/17 13:19:05:299',17481,0.027351,-0.413008,-0.444599,0.131577,0.620669,-0.288909,-0.128052,0.263291,-0.035061,-0.674209,-0.584237,0.035733,-0.506425,-0.67472,-0.615159,-0.159221,1,1
8666,'2018/08/17 13:19:05:316',17483,0.0251,-0.412889,-0.446117,0.131368,0.614125,-0.288931,-0.128025,0.261324,-0.037073,-0.673888,-0.583096,0.037177,-0.505809,-0.672556,-0.614802,-0.157906,1,1
